Orden de Trabajo,Cuenta de Cliente,Centro,Almacén,Cantidad,Número de Empleado,Orden de Servicio,Fecha de Ingreso,Descripcion de Material ,Categoria de Material,Tipo de Servicio,Empresa,Causa del Soporte,Costo Unitario,Costo Total,Geocerca
32407517,0106207012,RE29,0493,5,RCEE3CMXT4559,OS-60424400,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,Falla Puerto Ethernet,7.67,38.35,COA_5
32407517,0106207012,RE29,0493,1,RCEE3CMXT4559,OS-60424400,46060,ONT HG8145V5 SMALL,ONT,Soporte,RCE 3,Falla Puerto Ethernet,2.99,2.99,COA_5
32407731,0104643582,RE29,0190,2,RCEE3CMXT4509,OS-60424595,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,Falla Conector Prepulido,7.67,15.34,COA_2
32407892,0111824717,VH05,0007,1,VOHM3CX2T0119,OS-60424718,46060,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,VOHEMA 3,Falla Conector Prepulido,19.13,19.13,COA_6
32408031,0105767515,RE29,0778,5,RCEE3CMXT5156,OS-60424829,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",9.07,45.35,COA_2
32408031,0105767515,RE29,0778,10,RCEE3CMXT5156,OS-60424829,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",7.67,76.7,COA_2
32408031,0105767515,RE29,0778,2,RCEE3CMXT5156,OS-60424829,46060,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",1.89,3.78,COA_2
32408031,0105767515,RE29,0778,15,RCEE3CMXT5156,OS-60424829,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",6.43,96.45,COA_2
32408031,0105767515,RE29,0778,1,RCEE3CMXT5156,OS-60424829,46060,ONT HUAWEI HG8145X6-10,ONT,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",537.99,537.99,COA_2
32408031,0105767515,RE29,0778,1,RCEE3CMXT5156,OS-60424829,46060,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",409.96,409.96,COA_2
32408034,0140786150,RE29,0023,1,RCEE3CMXT1609,OS-60424831,46060,Drop 100m,Fibra Preconectorizada,Addons,RCE 3,NA,372.52,372.52,COA_6
32408034,0140786150,RE29,0023,1,RCEE3CMXT1609,OS-60424831,46060,AP FIBERHOME MODELO SR1041E WIFI 6,Extender,Addons,RCE 3,NA,297.27,297.27,COA_6
32408293,0142474901,RE29,0851,1,RCEE3CMXT5308,OS-60425071,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_5
32408293,0142474901,RE29,0851,1,RCEE3CMXT5308,OS-60425071,46060,ONT FIBERHOME HG145F1,ONT,Instalación,RCE 3,NA,520.27,520.27,COA_5
32408293,0142474901,RE29,0851,10,RCEE3CMXT5308,OS-60425071,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,64.3,COA_5
32408293,0142474901,RE29,0851,28,RCEE3CMXT5308,OS-60425071,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,167.16,COA_5
32408293,0142474901,RE29,0851,1,RCEE3CMXT5308,OS-60425071,46060,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_5
32408293,0142474901,RE29,0851,1,RCEE3CMXT5308,OS-60425071,46060,DIW362 WIFI4K2GB STB SAGEM C/CONTROL T4H,STB,Instalación,RCE 3,NA,#N/D,#N/D,COA_5
32408293,0142474901,RE29,0851,25,RCEE3CMXT5308,OS-60425071,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,191.75,COA_5
32408391,0133653657,VH05,0007,10,VOHM3CX2T0119,OS-60425175,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,VOHEMA 3,Falla Conector Prepulido,9.07,90.7,COA_6
32408391,0133653657,VH05,0007,10,VOHM3CX2T0119,OS-60425175,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,VOHEMA 3,Falla Conector Prepulido,7.67,76.7,COA_6
32408391,0133653657,VH05,0007,1,VOHM3CX2T0119,OS-60425175,46060,Drop 120m,Fibra Preconectorizada,Soporte,VOHEMA 3,Falla Conector Prepulido,409.96,409.96,COA_6
32408543,0120753529,RE29,0654,1,RCEE3CMXT4828,OS-60425323,46060,Drop 100m,Fibra Preconectorizada,Cambio De Domicilio,RCE 3,NA,372.52,372.52,COA_3
32408546,0107344274,RE29,0677,1,RCEE3CMXT4872,OS-60425325,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_1
32408546,0107344274,RE29,0677,8,RCEE3CMXT4872,OS-60425325,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,47.76,COA_1
32408546,0107344274,RE29,0677,12,RCEE3CMXT4872,OS-60425325,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,108.84,COA_1
32408583,0142465164,RE29,0190,1,RCEE3CMXT4509,OS-60425365,46060,CABLE RCA - MINI JACK STB,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",12.35,12.35,COA_3
32408782,0130975138,RE29,0770,1,RCEE3CMXT5146,OS-60425558,46060,Drop 150m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",535.01,535.01,COA_5
32408782,0130975138,RE29,0770,1,RCEE3CMXT5146,OS-60425558,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.47,1.47,COA_5
32408782,0130975138,RE29,0770,13,RCEE3CMXT5146,OS-60425558,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,77.61,COA_5
32408782,0130975138,RE29,0770,1,RCEE3CMXT5146,OS-60425558,46060,HEBILLA ACERO  5/8,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.79,1.79,COA_5
32408782,0130975138,RE29,0770,6,RCEE3CMXT5146,OS-60425558,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",7.67,46.02,COA_5
32408782,0130975138,RE29,0770,22,RCEE3CMXT5146,OS-60425558,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,199.54,COA_5
32408782,0130975138,RE29,0770,1,RCEE3CMXT5146,OS-60425558,46060,FLEJE DE ACERO 5/8   CAJA 30 METROS C/U,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",254.2,254.2,COA_5
32408782,0130975138,RE29,0770,2,RCEE3CMXT5146,OS-60425558,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",10.29,20.58,COA_5
32408840,0121490311,RE29,0456,15,RCEE3CMXT4478,OS-60425614,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,89.55,COA_3
32408840,0121490311,RE29,0456,1,RCEE3CMXT4478,OS-60425614,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.47,1.47,COA_3
32408840,0121490311,RE29,0456,1,RCEE3CMXT4478,OS-60425614,46060,Drop 50m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",229.8,229.8,COA_3
32408892,0110220099,VH05,0010,1,VOHM3CX3T0108,OS-60425660,46060,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,VOHEMA 3,Falla Conector Prepulido,19.13,19.13,COA_7
32414987,0105378370,RE29,0667,10,RCEE3CMXT4838,OS-60432856,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Falla En Puerto Óptico,9.07,90.7,COA_2
32414987,0105378370,RE29,0667,1,RCEE3CMXT4838,OS-60432856,46060,ONT FIBERHOME HG145F1,ONT,Soporte,RCE 3,Falla En Puerto Óptico,520.27,520.27,COA_2
32415018,Hallazgos,RE29,0667,2,RCEE3CMXT4838,NA,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,20.58,COA_2
32415018,Hallazgos,RE29,0667,1,RCEE3CMXT4838,NA,46060,CINCHO NEGRO 0.36X15 CM C/100 PZAS,Miselaneo,Mantenimiento Mayor,RCE 3,NA,15.99,15.99,COA_2
32415018,Hallazgos,RE29,0667,1,RCEE3CMXT4838,NA,46060,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,RCE 3,NA,1.79,1.79,COA_2
32415019,Hallazgos,RE29,0822,1,RCEE3CMXT5251,NA,46060,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,RCE 3,NA,1.79,1.79,COA_2
32415019,Hallazgos,RE29,0822,5,RCEE3CMXT5251,NA,46060,TENSOR PARA ACOMETIDA,Miselaneo,Mantenimiento Mayor,RCE 3,NA,5.97,29.85,COA_2
32415019,Hallazgos,RE29,0822,2,RCEE3CMXT5251,NA,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,20.58,COA_2
32415019,Hallazgos,RE29,0822,1,RCEE3CMXT5251,NA,46060,CINCHO NEGRO 0.36X15 CM C/100 PZAS,Miselaneo,Mantenimiento Mayor,RCE 3,NA,15.99,15.99,COA_2
32415037,Hallazgos,RE29,0840,1,RCEE3CMXT5275,NA,46060,FLEJE DE ACERO 5/8   CAJA 30 METROS C/U,Miselaneo,Mantenimiento Mayor,RCE 3,NA,254.2,254.2,COA_2
32415037,Hallazgos,RE29,0840,2,RCEE3CMXT5275,NA,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,20.58,COA_2
32415047,Hallazgos,RE29,0801,2,RCEE3CMXT5204,NA,46060,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,RCE 3,NA,1.79,3.58,COA_2
32415047,Hallazgos,RE29,0801,10,RCEE3CMXT5204,NA,46060,TENSOR PARA ACOMETIDA,Miselaneo,Mantenimiento Mayor,RCE 3,NA,5.97,59.7,COA_2
32415074,0102626413,RE29,0141,9,RCEE3CMXT4162,OS-60432891,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",5.97,53.73,COA_2
32415074,0102626413,RE29,0141,12,RCEE3CMXT4162,OS-60432891,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",7.67,92.04,COA_2
32415074,0102626413,RE29,0141,9,RCEE3CMXT4162,OS-60432891,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",9.07,81.63,COA_2
32415074,0102626413,RE29,0141,1,RCEE3CMXT4162,OS-60432891,46060,FORMATOS UNIVERSALES DE SERVICIO,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",1.51,1.51,COA_2
32415074,0102626413,RE29,0141,1,RCEE3CMXT4162,OS-60432891,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",372.52,372.52,COA_2
32415077,Hallazgos,RE29,0853,4,RCEE3CMXT5307,NA,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,41.16,COA_2
32415077,Hallazgos,RE29,0853,2,RCEE3CMXT5307,NA,46060,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,RCE 3,NA,1.79,3.58,COA_2
32415077,Hallazgos,RE29,0853,8,RCEE3CMXT5307,NA,46060,TENSOR PARA ACOMETIDA,Miselaneo,Mantenimiento Mayor,RCE 3,NA,5.97,47.76,COA_2
32415077,Hallazgos,RE29,0853,1,RCEE3CMXT5307,NA,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Mantenimiento Mayor,RCE 3,NA,1.47,1.47,COA_2
32415516,0142475397,RE29,0801,1,RCEE3CMXT5204,OS-60433178,46060,#N/D,#N/D,Instalación,RCE 3,NA,603.61,603.61,COA_4
32415516,0142475397,RE29,0801,1,RCEE3CMXT5204,OS-60433178,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_4
32415516,0142475397,RE29,0801,1,RCEE3CMXT5204,OS-60433178,46060,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_4
32415516,0142475397,RE29,0801,10,RCEE3CMXT5204,OS-60433178,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,59.7,COA_4
32415516,0142475397,RE29,0801,10,RCEE3CMXT5204,OS-60433178,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,76.7,COA_4
32415516,0142475397,RE29,0801,10,RCEE3CMXT5204,OS-60433178,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,90.7,COA_4
32415648,0142388447,RE29,0851,25,RCEE3CMXT5308,OS-60433265,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,149.25,COA_5
32415648,0142388447,RE29,0851,1,RCEE3CMXT5308,OS-60433265,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.47,1.47,COA_5
32415648,0142388447,RE29,0851,20,RCEE3CMXT5308,OS-60433265,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",7.67,153.4,COA_5
32415648,0142388447,RE29,0851,1,RCEE3CMXT5308,OS-60433265,46060,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",409.96,409.96,COA_5
32415695,0140821563,VH05,0007,2,VOHM3CX2T0119,OS-60433285,46060,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,VOHEMA 3,Falla Conector Prepulido,19.13,38.26,COA_6
32415845,Hallazgos,RE29,0412,3,RCEE3CMXT4409,NA,46060,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,RCE 3,NA,1.79,5.37,COA_2
32415845,Hallazgos,RE29,0412,6,RCEE3CMXT4409,NA,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,61.74,COA_2
32415845,Hallazgos,RE29,0412,1,RCEE3CMXT4409,NA,46060,FLEJE DE ACERO 5/8   CAJA 30 METROS C/U,Miselaneo,Mantenimiento Mayor,RCE 3,NA,254.2,254.2,COA_2
32415848,Hallazgos,RE29,0455,3,RCEE3CMXT4455,NA,46060,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,RCE 3,NA,1.79,5.37,COA_2
32415848,Hallazgos,RE29,0455,5,RCEE3CMXT4455,NA,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,51.45,COA_2
32415930,0142475462,RE29,0798,15,RCEE3CMXT5203,OS-60433439,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,89.55,COA_3
32415930,0142475462,RE29,0798,1,RCEE3CMXT5203,OS-60433439,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_3
32415930,0142475462,RE29,0798,1,RCEE3CMXT5203,OS-60433439,46060,ONT FIBERHOME HG145F1,ONT,Instalación,RCE 3,NA,520.27,520.27,COA_3
32415930,0142475462,RE29,0798,1,RCEE3CMXT5203,OS-60433439,46060,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_3
32415930,0142475462,RE29,0798,1,RCEE3CMXT5203,OS-60433439,46060,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_3
32415930,0142475462,RE29,0798,15,RCEE3CMXT5203,OS-60433439,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,115.05,COA_3
32415930,0142475462,RE29,0798,2,RCEE3CMXT5203,OS-60433439,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,20.58,COA_3
32415991,0114701760,VH05,0007,2,VOHM3CX2T0119,OS-60433480,46060,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,VOHEMA 3,Falla Conector Prepulido,19.13,38.26,COA_6
32416019,0100268317,RE29,0468,5,RCEE3CMXT4385,OS-60433493,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",5.97,29.85,COA_1
32416019,0100268317,RE29,0468,1,RCEE3CMXT4385,OS-60433493,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",372.52,372.52,COA_1
32416019,0100268317,RE29,0468,5,RCEE3CMXT4385,OS-60433493,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",7.67,38.35,COA_1
32416019,0100268317,RE29,0468,5,RCEE3CMXT4385,OS-60433493,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",9.07,45.35,COA_1
32416345,0141985981,VH05,0010,1,VOHM3CX3T0108,OS-60433700,46060,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,VOHEMA 3,Falla Conector Prepulido,19.13,19.13,COA_7
32416614,0103088863,RE29,0424,1,RCEE3CMXT4057,OS-60433907,46060,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,Asesoría uso servicio de Internet,409.96,409.96,COA_1
32416614,0103088863,RE29,0424,1,RCEE3CMXT4057,OS-60433907,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,1.47,1.47,COA_1
32416614,0103088863,RE29,0424,12,RCEE3CMXT4057,OS-60433907,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,5.97,71.64,COA_1
32416614,0103088863,RE29,0424,1,RCEE3CMXT4057,OS-60433907,46060,HEBILLA ACERO  5/8,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,1.79,1.79,COA_1
32416614,0103088863,RE29,0424,2,RCEE3CMXT4057,OS-60433907,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,10.29,20.58,COA_1
32416671,0104072709,RE29,0822,10,RCEE3CMXT5251,OS-60433943,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,Falla Conector Prepulido,5.97,59.7,COA_2
32416671,0104072709,RE29,0822,1,RCEE3CMXT5251,OS-60433943,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,Falla Conector Prepulido,1.47,1.47,COA_2
32416671,0104072709,RE29,0822,1,RCEE3CMXT5251,OS-60433943,46060,Drop 150m,Fibra Preconectorizada,Soporte,RCE 3,Falla Conector Prepulido,535.01,535.01,COA_2
32416958,Hallazgos,TP03,2614,1,SOLMTCMXT0143,NA,46060,NEOPRENO 50MM ANCHO 5MM GRUESO X 10LARG,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,#N/D,#N/D,COA_2
32416985,0142475643,RE29,0036,1,RCEE3CMXT1823,OS-60434189,46060,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_7
32416985,0142475643,RE29,0036,9,RCEE3CMXT1823,OS-60434189,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,53.73,COA_7
32416985,0142475643,RE29,0036,2,RCEE3CMXT1823,OS-60434189,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,2.94,COA_7
32416985,0142475643,RE29,0036,1,RCEE3CMXT1823,OS-60434189,46060,ONT HG8145V5 SMALL,ONT,Instalación,RCE 3,NA,2.99,2.99,COA_7
32416985,0142475643,RE29,0036,1,RCEE3CMXT1823,OS-60434189,46060,Drop 120m,Fibra Preconectorizada,Instalación,RCE 3,NA,409.96,409.96,COA_7
32416985,0142475643,RE29,0036,15,RCEE3CMXT1823,OS-60434189,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,136.05,COA_7
32416985,0142475643,RE29,0036,3,RCEE3CMXT1823,OS-60434189,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,30.87,COA_7
32417072,0114817399,RE29,0501,20,RCEE3CMXT4898,OS-60434252,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,Falla En Puerto Telefónico,5.97,119.4,COA_3
32417072,0114817399,RE29,0501,20,RCEE3CMXT4898,OS-60434252,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Falla En Puerto Telefónico,9.07,181.4,COA_3
32417072,0114817399,RE29,0501,1,RCEE3CMXT4898,OS-60434252,46060,ONT HG8145V5 SMALL,ONT,Soporte,RCE 3,Falla En Puerto Telefónico,2.99,2.99,COA_3
32417072,0114817399,RE29,0501,1,RCEE3CMXT4898,OS-60434252,46060,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,Falla En Puerto Telefónico,409.96,409.96,COA_3
32417230,0109911380,RE29,0802,5,RCEE3CMXT5202,OS-60434367,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",5.97,29.85,COA_6
32417230,0109911380,RE29,0802,1,RCEE3CMXT5202,OS-60434367,46060,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",409.96,409.96,COA_6
32417235,0105429492,TE03,0262,4,TETM3CX2T0108,OS-60434372,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,TETSI 3,Falla Conector Prepulido,9.07,36.28,COA_3
32417235,0105429492,TE03,0262,2,TETM3CX2T0108,OS-60434372,46060,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,TETSI 3,Falla Conector Prepulido,19.13,38.26,COA_3
32417285,0140039797,RE29,0841,1,RCEE3CMXT5274,OS-60434406,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Cambio De Domicilio,RCE 3,NA,1.47,1.47,COA_6
32417285,0140039797,RE29,0841,1,RCEE3CMXT5274,OS-60434406,46060,HEBILLA ACERO  5/8,Miselaneo,Cambio De Domicilio,RCE 3,NA,1.79,1.79,COA_6
32417285,0140039797,RE29,0841,1,RCEE3CMXT5274,OS-60434406,46060,CABLE UTP CAT 6 BLANCO OUTDOOR CAJA,UTP,Cambio De Domicilio,RCE 3,NA,3230,3230,COA_6
32417285,0140039797,RE29,0841,2,RCEE3CMXT5274,OS-60434406,46060,CONECTOR RJ45 CAT 6,Conector UTP,Cambio De Domicilio,RCE 3,NA,1.89,3.78,COA_6
32417285,0140039797,RE29,0841,10,RCEE3CMXT5274,OS-60434406,46060,TENSOR PARA ACOMETIDA,Miselaneo,Cambio De Domicilio,RCE 3,NA,5.97,59.7,COA_6
32417285,0140039797,RE29,0841,1,RCEE3CMXT5274,OS-60434406,46060,Drop 120m,Fibra Preconectorizada,Cambio De Domicilio,RCE 3,NA,409.96,409.96,COA_6
32417285,0140039797,RE29,0841,2,RCEE3CMXT5274,OS-60434406,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Cambio De Domicilio,RCE 3,NA,10.29,20.58,COA_6
32417285,0140039797,RE29,0841,15,RCEE3CMXT5274,OS-60434406,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Cambio De Domicilio,RCE 3,NA,7.67,115.05,COA_6
32417285,0140039797,RE29,0841,1,RCEE3CMXT5274,OS-60434406,46060,PIJA CABEZA/ CRUZ DE 10 X 1,Miselaneo,Cambio De Domicilio,RCE 3,NA,0.27,0.27,COA_6
32417287,0106473125,RE29,0805,1,RCEE3CMXT5233,OS-60434405,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Soporte,RCE 3,Falla Puerto HDMI,1222.11,1222.11,COA_2
32417287,0106473125,RE29,0805,2,RCEE3CMXT5233,OS-60434405,46060,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,RCE 3,Falla Puerto HDMI,1.89,3.78,COA_2
32417431,0107624335,RE29,0064,1,RCEE3CMXT4064,OS-60434521,46060,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,Falla Conector Prepulido,409.96,409.96,COA_5
32417431,0107624335,RE29,0064,1,RCEE3CMXT4064,OS-60434521,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,Falla Conector Prepulido,1.47,1.47,COA_5
32417465,0105959899,VH05,0007,1,VOHM3CX2T0119,OS-60434543,46060,#N/D,#N/D,Soporte,VOHEMA 3,"Daño Físico (Descarga Eléctrica, Insectos, Humedad, otro)",603.61,603.61,COA_6
32417839,0142475764,RE29,0699,10,RCEE3CMXT4904,OS-60434858,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,76.7,COA_3
