Orden de Trabajo,Cuenta de Cliente,Centro,Almacén,Cantidad,Número de Empleado,Orden de Servicio,Fecha de Ingreso,Descripcion de Material ,Categoria de Material,Tipo de Servicio,Empresa,Causa del Soporte,Costo Unitario,Costo Total,Geocerca
32403841,0142473652,RE29,0753,1,RCEE3CMXT5102,OS-60421361,46060,ONT HUAWEI HG8145X6-10,ONT,Instalación,RCE 3,NA,537.99,537.99,COA_3
32403987,0105648765,RE29,0677,20,RCEE3CMXT4872,OS-60421466,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Addons,RCE 3,NA,7.67,153.4,COA_1
32403987,0105648765,RE29,0677,2,RCEE3CMXT4872,OS-60421466,46060,CONECTOR RJ45 CAT 6,Conector UTP,Addons,RCE 3,NA,1.89,3.78,COA_1
32403987,0105648765,RE29,0677,20,RCEE3CMXT4872,OS-60421466,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Addons,RCE 3,NA,6.43,128.6,COA_1
32404037,0142473715,RE29,0720,7,RCEE3CMXT4947,OS-60421509,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,41.79,COA_1
32404037,0142473715,RE29,0720,20,RCEE3CMXT4947,OS-60421509,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,153.4,COA_1
32404037,0142473715,RE29,0720,15,RCEE3CMXT4947,OS-60421509,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,136.05,COA_1
32404037,0142473715,RE29,0720,4,RCEE3CMXT4947,OS-60421509,46060,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,7.56,COA_1
32404037,0142473715,RE29,0720,1,RCEE3CMXT4947,OS-60421509,46060,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Instalación,RCE 3,NA,#N/D,#N/D,COA_1
32404037,0142473715,RE29,0720,1,RCEE3CMXT4947,OS-60421509,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,6.43,COA_1
32404037,0142473715,RE29,0720,1,RCEE3CMXT4947,OS-60421509,46060,CABLE UTP CAT 6 BLANCO OUTDOOR CAJA,UTP,Instalación,RCE 3,NA,3230,3230,COA_1
32404037,0142473715,RE29,0720,1,RCEE3CMXT4947,OS-60421509,46060,ONT HG8145V5 SMALL,ONT,Instalación,RCE 3,NA,2.99,2.99,COA_1
32404037,0142473715,RE29,0720,1,RCEE3CMXT4947,OS-60421509,46060,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_1
32404037,0142473715,RE29,0720,1,RCEE3CMXT4947,OS-60421509,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_1
32404037,0142473715,RE29,0720,1,RCEE3CMXT4947,OS-60421509,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_1
32404257,0103030543,RE29,0805,6,RCEE3CMXT5233,OS-60421680,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Manipulación Física Imputable Cliente (Accidente, Descuido)",9.07,54.42,COA_2
32404410,0140445121,RE29,0849,1,RCEE3CMXT4743,OS-60421780,46060,ONT FIBERHOME HG145F1,ONT,Soporte,RCE 3,Falla Red Wifi ONT,520.27,520.27,COA_7
32404452,0100995357,RE29,0524,5,RCEE3CMXT4618,OS-60421811,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,45.35,COA_2
32404452,0100995357,RE29,0524,4,RCEE3CMXT4618,OS-60421811,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,23.88,COA_2
32404452,0100995357,RE29,0524,1,RCEE3CMXT4618,OS-60421811,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_2
32404463,0141192141,RE29,0824,20,RCEE3CMXT5250,OS-60421816,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",9.07,181.4,COA_7
32404463,0141192141,RE29,0824,20,RCEE3CMXT5250,OS-60421816,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",5.97,119.4,COA_7
32404463,0141192141,RE29,0824,1,RCEE3CMXT5250,OS-60421816,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",1.47,1.47,COA_7
32404463,0141192141,RE29,0824,1,RCEE3CMXT5250,OS-60421816,46060,Drop 200m,Fibra Preconectorizada,Soporte,RCE 3,"Daño por trabajos de Otro Carrier (incluye Municipio, CFE, etc)",649.85,649.85,COA_7
32404519,0142472532,RE29,0821,1,RCEE3CMXT5256,OS-60421862,46060,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_3
32404519,0142472532,RE29,0821,1,RCEE3CMXT5256,OS-60421862,46060,DIW362 WI-FI 2X2 4K STB 2 GB SAGEM,STB,Instalación,RCE 3,NA,#N/D,#N/D,COA_3
32404519,0142472532,RE29,0821,1,RCEE3CMXT5256,OS-60421862,46060,ONT HUAWEI HG8145X6-10,ONT,Instalación,RCE 3,NA,537.99,537.99,COA_3
32404519,0142472532,RE29,0821,1,RCEE3CMXT5256,OS-60421862,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_3
32404519,0142472532,RE29,0821,20,RCEE3CMXT5256,OS-60421862,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,153.4,COA_3
32404519,0142472532,RE29,0821,2,RCEE3CMXT5256,OS-60421862,46060,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,3.78,COA_3
32404519,0142472532,RE29,0821,3,RCEE3CMXT5256,OS-60421862,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,19.29,COA_3
32404700,0141722664,RE29,0742,1,RCEE3CMXT4994,OS-60421999,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,Asesoría uso servicio de Internet,372.52,372.52,COA_6
32404700,0141722664,RE29,0742,7,RCEE3CMXT4994,OS-60421999,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,Asesoría uso servicio de Internet,6.43,45.01,COA_6
32404700,0141722664,RE29,0742,7,RCEE3CMXT4994,OS-60421999,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,5.97,41.79,COA_6
32404700,0141722664,RE29,0742,1,RCEE3CMXT4994,OS-60421999,46060,HEBILLA ACERO  5/8,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,1.79,1.79,COA_6
32404700,0141722664,RE29,0742,8,RCEE3CMXT4994,OS-60421999,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,7.67,61.36,COA_6
32404700,0141722664,RE29,0742,6,RCEE3CMXT4994,OS-60421999,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,9.07,54.42,COA_6
32404700,0141722664,RE29,0742,2,RCEE3CMXT4994,OS-60421999,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Soporte,RCE 3,Asesoría uso servicio de Internet,10.29,20.58,COA_6
32404764,0105148647,RE29,0424,1,RCEE3CMXT4057,OS-60422038,46060,AP FIBERHOME MODELO SR1041E WIFI 6,Extender,Addon Wifi Extender,RCE 3,NA,297.27,297.27,COA_1
32404764,0105148647,RE29,0424,0.33,RCEE3CMXT4057,OS-60422038,46060,CABLE UTP CAT 6 BLANCO OUTDOOR CAJA,UTP,Addon Wifi Extender,RCE 3,NA,3230,1065.9,COA_1
32404764,0105148647,RE29,0424,8,RCEE3CMXT4057,OS-60422038,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Addon Wifi Extender,RCE 3,NA,6.43,51.44,COA_1
32404764,0105148647,RE29,0424,2,RCEE3CMXT4057,OS-60422038,46060,CONECTOR RJ45 CAT 6,Conector UTP,Addon Wifi Extender,RCE 3,NA,1.89,3.78,COA_1
32404764,0105148647,RE29,0424,20,RCEE3CMXT4057,OS-60422038,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Addon Wifi Extender,RCE 3,NA,7.67,153.4,COA_1
32404815,0142473919,RE29,0426,1,RCEE3CMXT4895,OS-60422084,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_3
32404815,0142473919,RE29,0426,1,RCEE3CMXT4895,OS-60422084,46060,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_3
32404815,0142473919,RE29,0426,1,RCEE3CMXT4895,OS-60422084,46060,ONT FIBERHOME HG145F1,ONT,Instalación,RCE 3,NA,520.27,520.27,COA_3
32404815,0142473919,RE29,0426,1,RCEE3CMXT4895,OS-60422084,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_3
32404815,0142473919,RE29,0426,2,RCEE3CMXT4895,OS-60422084,46060,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,3.78,COA_3
32404815,0142473919,RE29,0426,15,RCEE3CMXT4895,OS-60422084,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,115.05,COA_3
32404815,0142473919,RE29,0426,2,RCEE3CMXT4895,OS-60422084,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,20.58,COA_3
32404815,0142473919,RE29,0426,1,RCEE3CMXT4895,OS-60422084,46060,CABLE RCA - MINI JACK STB,Miselaneo,Instalación,RCE 3,NA,12.35,12.35,COA_3
32404815,0142473919,RE29,0426,10,RCEE3CMXT4895,OS-60422084,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,59.7,COA_3
32404815,0142473919,RE29,0426,1,RCEE3CMXT4895,OS-60422084,46060,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_3
32404851,0142453717,RE29,0801,1,RCEE3CMXT5204,OS-60343701,46060,ONT HG8145V5 SMALL,ONT,Instalación,RCE 3,NA,2.99,2.99,COA_4
32404851,0142453717,RE29,0801,10,RCEE3CMXT5204,OS-60343701,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,59.7,COA_4
32404851,0142453717,RE29,0801,1,RCEE3CMXT5204,OS-60343701,46060,Drop 120m,Fibra Preconectorizada,Instalación,RCE 3,NA,409.96,409.96,COA_4
32404851,0142453717,RE29,0801,10,RCEE3CMXT5204,OS-60343701,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,76.7,COA_4
32404851,0142453717,RE29,0801,10,RCEE3CMXT5204,OS-60343701,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,90.7,COA_4
32404857,0142473845,RE29,0822,1,RCEE3CMXT5251,OS-60422120,46060,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_3
32404857,0142473845,RE29,0822,12,RCEE3CMXT5251,OS-60422120,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,71.64,COA_3
32404857,0142473845,RE29,0822,1,RCEE3CMXT5251,OS-60422120,46060,CABLE RCA - MINI JACK STB,Miselaneo,Instalación,RCE 3,NA,12.35,12.35,COA_3
32404857,0142473845,RE29,0822,1,RCEE3CMXT5251,OS-60422120,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_3
32404857,0142473845,RE29,0822,1,RCEE3CMXT5251,OS-60422120,46060,ONT FIBERHOME HG145F1,ONT,Instalación,RCE 3,NA,520.27,520.27,COA_3
32404857,0142473845,RE29,0822,1,RCEE3CMXT5251,OS-60422120,46060,Drop 120m,Fibra Preconectorizada,Instalación,RCE 3,NA,409.96,409.96,COA_3
32404857,0142473845,RE29,0822,1,RCEE3CMXT5251,OS-60422120,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_3
32404926,0118514530,TE03,0262,1,TETM3CX2T0108,OS-60422171,46060,ONT HUAWEI HG8145X6-10,ONT,Soporte,TETSI 3,Falla En Puerto Óptico,537.99,537.99,COA_3
32404926,0118514530,TE03,0262,12,TETM3CX2T0108,OS-60422171,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,TETSI 3,Falla En Puerto Óptico,9.07,108.84,COA_3
32405107,0103346603,RE29,0468,5,RCEE3CMXT4385,OS-60422325,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,45.35,COA_2
32405107,0103346603,RE29,0468,5,RCEE3CMXT4385,OS-60422325,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",7.67,38.35,COA_2
32405107,0103346603,RE29,0468,5,RCEE3CMXT4385,OS-60422325,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,29.85,COA_2
32405107,0103346603,RE29,0468,1,RCEE3CMXT4385,OS-60422325,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_2
32405129,0105005381,RE29,0079,1,RCEE3CMXT3996,OS-60422341,46060,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",409.96,409.96,COA_5
32405466,0102426948,RE29,0761,5,RCEE3CMXT5127,OS-60422601,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Cambio De Equipo,RCE 3,NA,9.07,45.35,COA_3
32405466,0102426948,RE29,0761,1,RCEE3CMXT5127,OS-60422601,46060,CONECTOR RJ45 CAT 6,Conector UTP,Cambio De Equipo,RCE 3,NA,1.89,1.89,COA_3
32405466,0102426948,RE29,0761,1,RCEE3CMXT5127,OS-60422601,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Cambio De Equipo,RCE 3,NA,1222.11,1222.11,COA_3
32405466,0102426948,RE29,0761,1,RCEE3CMXT5127,OS-60422601,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Cambio De Equipo,RCE 3,NA,1222.11,1222.11,COA_3
32405722,0142474189,RE29,0737,15,RCEE3CMXT5172,OS-60422802,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,136.05,COA_7
32405722,0142474189,RE29,0737,10,RCEE3CMXT5172,OS-60422802,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,59.7,COA_7
32405722,0142474189,RE29,0737,1,RCEE3CMXT5172,OS-60422802,46060,CABLE RCA - MINI JACK STB,Miselaneo,Instalación,RCE 3,NA,12.35,12.35,COA_7
32405722,0142474189,RE29,0737,1,RCEE3CMXT5172,OS-60422802,46060,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,1.89,COA_7
32405722,0142474189,RE29,0737,1,RCEE3CMXT5172,OS-60422802,46060,DIW362 WIFI4K2GB STB SAGEM C/CONTROL T4H,STB,Instalación,RCE 3,NA,#N/D,#N/D,COA_7
32405722,0142474189,RE29,0737,1,RCEE3CMXT5172,OS-60422802,46060,Drop 120m,Fibra Preconectorizada,Instalación,RCE 3,NA,409.96,409.96,COA_7
32405722,0142474189,RE29,0737,1,RCEE3CMXT5172,OS-60422802,46060,ONT FIBERHOME HG145F1,ONT,Instalación,RCE 3,NA,520.27,520.27,COA_7
32405722,0142474189,RE29,0737,1,RCEE3CMXT5172,OS-60422802,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,6.43,COA_7
32405724,0142474191,RE29,0713,1,RCEE3CMXT4932,OS-60422804,46060,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_1
32405724,0142474191,RE29,0713,1,RCEE3CMXT4932,OS-60422804,46060,ONT HG8145V5 SMALL,ONT,Instalación,RCE 3,NA,2.99,2.99,COA_1
32405724,0142474191,RE29,0713,7,RCEE3CMXT4932,OS-60422804,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,41.79,COA_1
32405724,0142474191,RE29,0713,10,RCEE3CMXT4932,OS-60422804,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,90.7,COA_1
32405724,0142474191,RE29,0713,1,RCEE3CMXT4932,OS-60422804,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_1
32405724,0142474191,RE29,0713,1,RCEE3CMXT4932,OS-60422804,46060,DIW362 WIFI4K2GB STB SAGEM C/CONTROL T4H,STB,Instalación,RCE 3,NA,#N/D,#N/D,COA_1
32405725,0142474200,RE29,0658,2,RCEE3CMXT4831,OS-60422806,46060,CONECTOR PREPULIDO 250UM,Conector  SC,Instalación,RCE 3,NA,19.13,38.26,COA_7
32405725,0142474200,RE29,0658,25,RCEE3CMXT4831,OS-60422806,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,191.75,COA_7
32405725,0142474200,RE29,0658,1,RCEE3CMXT4831,OS-60422806,46060,FLEJE DE ACERO 5/8   CAJA 30 METROS C/U,Miselaneo,Instalación,RCE 3,NA,254.2,254.2,COA_7
32405725,0142474200,RE29,0658,12,RCEE3CMXT4831,OS-60422806,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,71.64,COA_7
32405725,0142474200,RE29,0658,260,RCEE3CMXT4831,OS-60422806,46060,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Instalación,RCE 3,NA,3.13,813.8,COA_7
32405725,0142474200,RE29,0658,1,RCEE3CMXT4831,OS-60422806,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_7
32405725,0142474200,RE29,0658,1,RCEE3CMXT4831,OS-60422806,46060,ONT FIBERHOME HG145F1,ONT,Instalación,RCE 3,NA,520.27,520.27,COA_7
32405740,0142474168,RE29,0713,10,RCEE3CMXT4932,OS-60422819,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,90.7,COA_5
32405740,0142474168,RE29,0713,5,RCEE3CMXT4932,OS-60422819,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,38.35,COA_5
32405740,0142474168,RE29,0713,14,RCEE3CMXT4932,OS-60422819,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,83.58,COA_5
32405740,0142474168,RE29,0713,1,RCEE3CMXT4932,OS-60422819,46060,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Instalación,RCE 3,NA,#N/D,#N/D,COA_5
32405740,0142474168,RE29,0713,1,RCEE3CMXT4932,OS-60422819,46060,ONT HG8145V5 SMALL,ONT,Instalación,RCE 3,NA,2.99,2.99,COA_5
32405740,0142474168,RE29,0713,1,RCEE3CMXT4932,OS-60422819,46060,Drop 200m,Fibra Preconectorizada,Instalación,RCE 3,NA,649.85,649.85,COA_5
32405740,0142474168,RE29,0713,1,RCEE3CMXT4932,OS-60422819,46060,DIW362 WI-FI 2X2 4K STB 2 GB SAGEM,STB,Instalación,RCE 3,NA,#N/D,#N/D,COA_5
32406090,0142474267,RE29,0694,1,RCEE3CMXT4890,OS-60423101,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_2
32406090,0142474267,RE29,0694,1,RCEE3CMXT4890,OS-60423101,46060,Drop 120m,Fibra Preconectorizada,Instalación,RCE 3,NA,409.96,409.96,COA_2
32406090,0142474267,RE29,0694,1,RCEE3CMXT4890,OS-60423101,46060,ONT HUAWEI HG8145X6-10,ONT,Instalación,RCE 3,NA,537.99,537.99,COA_2
32406090,0142474267,RE29,0694,10,RCEE3CMXT4890,OS-60423101,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,76.7,COA_2
32406090,0142474267,RE29,0694,1,RCEE3CMXT4890,OS-60423101,46060,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_2
32406090,0142474267,RE29,0694,12,RCEE3CMXT4890,OS-60423101,46060,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,71.64,COA_2
32406090,0142474267,RE29,0694,4,RCEE3CMXT4890,OS-60423101,46060,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,7.56,COA_2
32406090,0142474267,RE29,0694,30,RCEE3CMXT4890,OS-60423101,46060,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,192.9,COA_2
32406090,0142474267,RE29,0694,1,RCEE3CMXT4890,OS-60423101,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_2
32406250,0141708951,RE29,0745,1,RCEE3CMXT4992,OS-60423246,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_4
32406250,0141708951,RE29,0745,10,RCEE3CMXT4992,OS-60423246,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,59.7,COA_4
32406271,0116989607,RE29,0664,1,RCEE3CMXT4842,OS-60423263,46060,DIW362 WIFI4K2GB STB SAGEM C/CONTROL T4H,STB,Addons,RCE 3,NA,#N/D,#N/D,COA_1
32406547,0119417576,RE29,0798,1,RCEE3CMXT5203,OS-60423489,46060,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",409.96,409.96,COA_3
32406547,0119417576,RE29,0798,1,RCEE3CMXT5203,OS-60423489,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.47,1.47,COA_3
32406547,0119417576,RE29,0798,1,RCEE3CMXT5203,OS-60423489,46060,HEBILLA ACERO  5/8,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.79,1.79,COA_3
32406547,0119417576,RE29,0798,10,RCEE3CMXT5203,OS-60423489,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",7.67,76.7,COA_3
32406547,0119417576,RE29,0798,15,RCEE3CMXT5203,OS-60423489,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,89.55,COA_3
32406547,0119417576,RE29,0798,2,RCEE3CMXT5203,OS-60423489,46060,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",10.29,20.58,COA_3
32406682,0116566420,RE29,0853,10,RCEE3CMXT5307,OS-60423613,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Addons,RCE 3,NA,7.67,76.7,COA_2
32406682,0116566420,RE29,0853,1,RCEE3CMXT5307,OS-60423613,46060,CONECTOR RJ45 CAT 6,Conector UTP,Addons,RCE 3,NA,1.89,1.89,COA_2
32406682,0116566420,RE29,0853,1,RCEE3CMXT5307,OS-60423613,46060,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Addons,RCE 3,NA,1.47,1.47,COA_2
32406870,0112776627,RE29,0801,1,RCEE3CMXT5204,OS-60423791,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_4
32406870,0112776627,RE29,0801,10,RCEE3CMXT5204,OS-60423791,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,59.7,COA_4
32406870,0112776627,RE29,0801,10,RCEE3CMXT5204,OS-60423791,46060,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",7.67,76.7,COA_4
32406870,0112776627,RE29,0801,10,RCEE3CMXT5204,OS-60423791,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,90.7,COA_4
32406899,0101430285,RE29,0699,1,RCEE3CMXT4904,OS-60423815,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_2
32406899,0101430285,RE29,0699,6,RCEE3CMXT4904,OS-60423815,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,35.82,COA_2
32407254,0107189911,RE29,0761,15,RCEE3CMXT5127,OS-60424139,46060,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,136.05,COA_1
32407254,0107189911,RE29,0761,6,RCEE3CMXT5127,OS-60424139,46060,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,35.82,COA_1
32407254,0107189911,RE29,0761,1,RCEE3CMXT5127,OS-60424139,46060,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_1
